"","V1","V2","V3"
"1",0.063910,0.340000,777
"2",0.045113,0.333333,659
"3",0.075188,0.333333,692
"4",0.056391,0.340909,517
"5",0.007519,0.166667,135
"6",0.022556,0.300000,427
"7",0.007519,0.200000,126
"8",0.022556,0.285714,452
"9",0.007519,0.181818,125
"10",0.007519,0.181818,280
"11",0.015038,0.266667,210
"12",0.022556,0.300000,271
"13",0.003759,0.125000,148
"14",0.037594,0.322581,630
"15",0.022556,0.272727,401
"16",0.030075,0.296296,379
"17",0.048872,0.325000,692
"18",0.018797,0.250000,307
"19",0.003759,0.125000,224
"20",0.026316,0.333333,416
"21",0.011278,0.230769,365
"22",0.037594,0.303030,422
"23",0.007519,0.181818,115
"24",0.015038,0.250000,163
"25",0.018797,0.263158,333
"26",0.003759,0.125000,179
"27",0.071429,0.358491,679
"28",0.003759,0.125000,122
"29",0.015038,0.266667,222
"30",0.003759,0.111111,206
"31",0.033835,0.321429,452
"32",0.060150,0.340426,1029
"33",0.033835,0.321429,477
"34",0.026316,0.291667,401
"35",0.135338,0.387097,1358
"36",0.007519,0.181818,261
"37",0.003759,0.125000,45
"38",0.071429,0.351852,514
"39",0.056391,0.340909,689
"40",0.015038,0.266667,371
"41",0.015038,0.250000,362
"42",0.015038,0.250000,410
"43",0.015038,0.250000,515
"44",0.135338,0.371134,661
"45",0.116541,0.364706,824
"46",0.003759,0.125000,81
"47",0.003759,0.111111,114
"48",0.135338,0.382979,1052
"49",0.026316,0.269231,496
"50",0.093985,0.347222,1161
"51",0.078947,0.368421,709
"52",0.003759,0.125000,164
"53",0.041353,0.333333,471
"54",0.003759,0.125000,15
"55",0.063910,0.386364,496
"56",0.003759,0.125000,138
"57",0.045113,0.307692,544
"58",0.011278,0.230769,259
"59",0.033835,0.346154,486
"60",0.003759,0.125000,413
"61",0.030075,0.333333,319
"62",0.045113,0.352941,548
"63",0.003759,0.125000,63
"64",0.041353,0.305556,465
"65",0.003759,0.125000,183
"66",0.003759,0.125000,110
"67",0.011278,0.230769,118
"68",0.003759,0.125000,145
"69",0.030075,0.307692,576
"70",0.015038,0.250000,400
"71",0.007519,0.200000,123
"72",0.007519,0.181818,322
"73",0.022556,0.285714,307
"74",0.018797,0.277778,270
"75",0.015038,0.250000,377
"76",0.011278,0.250000,341
"77",0.112782,0.375000,1032
"78",0.011278,0.250000,313
"79",0.063910,0.346939,756
"80",0.033835,0.333333,592
"81",0.060150,0.347826,506
"82",0.003759,0.111111,220
"83",0.018797,0.263158,441
"84",0.030075,0.296296,410
"85",0.018797,0.238095,195
"86",0.022556,0.300000,352
"87",0.007519,0.200000,140
"88",0.195489,0.379562,912
"89",0.048872,0.342105,580
"90",0.003759,0.125000,331
"91",0.015038,0.250000,158
"92",0.003759,0.125000,215
"93",0.003759,0.125000,44
"94",0.018797,0.250000,333
"95",0.011278,0.200000,122
"96",0.011278,0.230769,247
"97",0.007519,0.200000,114
"98",0.003759,0.125000,164
"99",0.015038,0.250000,376
"100",0.022556,0.315789,242
"101",0.011278,0.230769,146
"102",0.007519,0.181818,451
"103",0.041353,0.323529,585
"104",0.018797,0.263158,257
"105",0.015038,0.222222,220
"106",0.026316,0.280000,397
"107",0.045113,0.333333,758
"108",0.003759,0.111111,109
"109",0.003759,0.125000,94
"110",0.007519,0.166667,251
"111",0.018797,0.277778,214
"112",0.007519,0.200000,90
"113",0.007519,0.181818,229
"114",0.003759,0.125000,38
"115",0.003759,0.111111,395
"116",0.003759,0.111111,353
"117",0.037594,0.322581,456
"118",0.056391,0.340909,947
"119",0.007519,0.181818,177
"120",0.033835,0.321429,531
"121",0.078947,0.368421,926
"122",0.030075,0.320000,543
"123",0.037594,0.333333,761
"124",0.003759,0.125000,45
"125",0.078947,0.381818,639
"126",0.022556,0.300000,500
"127",0.078947,0.368421,740
"128",0.011278,0.230769,208
"129",0.003759,0.125000,33
"130",0.041353,0.343750,543
"131",0.033835,0.333333,720
"132",0.011278,0.230769,444
"133",0.003759,0.111111,68
"134",0.090226,0.358209,953
"135",0.003759,0.111111,317
"136",0.007519,0.200000,301
"137",0.003759,0.111111,210
"138",0.011278,0.214286,353
"139",0.007519,0.181818,261
"140",0.011278,0.230769,227
"141",0.003759,0.125000,215
"142",0.003759,0.111111,201
"143",0.003759,0.111111,158
"144",0.003759,0.111111,66
"145",0.011278,0.214286,165
"146",0.018797,0.294118,388
"147",0.015038,0.266667,355
"148",0.093985,0.352113,383
"149",0.015038,0.235294,287
"150",0.060150,0.363636,606
"151",0.018797,0.277778,298
"152",0.045113,0.307692,340
"153",0.105263,0.354430,974
"154",0.082707,0.360656,654
"155",0.003759,0.111111,14
"156",0.082707,0.360656,914
"157",0.045113,0.352941,597
"158",0.116541,0.373494,922
"159",0.056391,0.357143,880
"160",0.011278,0.250000,375
"161",0.056391,0.357143,452
"162",0.026316,0.291667,630
"163",0.037594,0.322581,518
"164",0.060150,0.355556,498
"165",0.003759,0.125000,68
"166",0.007519,0.200000,82
"167",0.015038,0.250000,565
"168",0.063910,0.340000,685
"169",0.015038,0.250000,291
"170",0.048872,0.333333,657
"171",0.003759,0.111111,39
"172",0.045113,0.342857,661
"173",0.007519,0.166667,233
"174",0.003759,0.125000,80
"175",0.018797,0.294118,386
"176",0.097744,0.361111,834
"177",0.011278,0.214286,359
"178",0.003759,0.125000,213
"179",0.018797,0.263158,250
"180",0.093985,0.378788,1013
"181",0.022556,0.272727,632
"182",0.003759,0.111111,79
"183",0.003759,0.111111,136
"184",0.007519,0.181818,79
"185",0.045113,0.324324,600
"186",0.067669,0.346154,812
