"","V1","V2","V3"
"1",0.004717,0.200000,227
"2",0.002358,0.111111,133
"3",0.403302,0.394009,2170
"4",0.051887,0.354839,701
"5",0.488208,0.400387,1628
"6",0.591981,0.399046,1868
"7",0.007075,0.230769,576
"8",0.002358,0.125000,25
"9",0.002358,0.111111,249
"10",0.478774,0.388889,1837
"11",0.533019,0.395797,2464
"12",0.028302,0.324324,732
"13",0.634434,0.385387,2354
"14",0.535377,0.396853,1972
"15",0.613208,0.384047,2909
"16",0.544811,0.396226,3421
"17",0.658019,0.402597,2477
"18",0.542453,0.402098,1639
"19",0.622642,0.406154,2735
"20",0.360849,0.390306,1588
"21",0.490566,0.392453,1494
"22",0.488208,0.394286,2870
"23",0.009434,0.250000,161
"24",0.002358,0.125000,66
"25",0.525943,0.395390,1858
"26",0.483491,0.399610,1720
"27",0.568396,0.391870,2163
"28",0.007075,0.250000,504
"29",0.025943,0.333333,618
"30",0.610849,0.401550,2550
"31",0.580189,0.398703,2806
"32",0.653302,0.397418,2110
"33",0.341981,0.401662,2791
"34",0.523585,0.402904,3025
"35",0.580189,0.397415,3534
"36",0.596698,0.383333,2086
"37",0.709906,0.400266,3358
"38",0.676887,0.396957,2429
"39",0.516509,0.387611,2395
"40",0.393868,0.401442,2527
"41",0.464623,0.390099,2779
"42",0.509434,0.395604,2454
"43",0.544811,0.400347,2025
"44",0.002358,0.125000,65
"45",0.516509,0.398907,1821
"46",0.384434,0.392771,1807
"47",0.356132,0.392208,2294
"48",0.568396,0.403010,2337
"49",0.002358,0.125000,30
"50",0.073113,0.387500,955
"51",0.002358,0.125000,207
"52",0.169811,0.380952,1626
"53",0.641509,0.390805,2231
"54",0.500000,0.390424,2360
"55",0.655660,0.392102,2954
"56",0.504717,0.397770,3101
"57",0.568396,0.389968,2838
"58",0.002358,0.125000,280
"59",0.658019,0.392405,2149
"60",0.273585,0.382838,1404
"61",0.650943,0.395415,2841
"62",0.007075,0.250000,202
"63",0.587264,0.392744,1967
"64",0.561321,0.398660,3398
"65",0.606132,0.399068,1972
"66",0.516509,0.399635,1993
"67",0.108491,0.386555,1723
"68",0.646226,0.391989,2391
"69",0.594340,0.396226,2049
"70",0.466981,0.404908,2756
"71",0.476415,0.398422,1746
"72",0.681604,0.400832,1698
"73",0.459906,0.393939,1936
"74",0.709906,0.396053,1920
"75",0.655660,0.398281,2444
"76",0.365566,0.393401,1663
"77",0.007075,0.230769,192
"78",0.474057,0.394118,2872
"79",0.096698,0.383178,903
"80",0.474057,0.396450,2944
"81",0.646226,0.396527,2173
"82",0.398585,0.403341,3160
"83",0.599057,0.393798,2081
"84",0.516509,0.400366,2159
"85",0.044811,0.339286,568
"86",0.448113,0.400844,2295
"87",0.653302,0.388499,2721
"88",0.023585,0.344828,322
"89",0.308962,0.387574,1833
"90",0.518868,0.392157,1749
"91",0.327830,0.399425,2363
"92",0.558962,0.391736,1895
"93",0.002358,0.125000,134
"94",0.691038,0.392236,2249
"95",0.417453,0.394209,2496
"96",0.301887,0.379822,1744
"97",0.002358,0.111111,199
"98",0.049528,0.362069,2003
"99",0.707547,0.390117,2418
"100",0.509434,0.402985,2620
"101",0.525943,0.391916,1750
"102",0.087264,0.402174,805
"103",0.476415,0.392996,2701
"104",0.521226,0.394643,1769
"105",0.615566,0.391304,1830
"106",0.492925,0.393597,2442
"107",0.094340,0.366972,1299
"108",0.002358,0.125000,216
"109",0.591981,0.405493,2948
"110",0.691038,0.390667,1817
"111",0.702830,0.403794,2220
"112",0.518868,0.385289,2352
"113",0.511792,0.395264,3419
"114",0.004717,0.181818,179
"115",0.693396,0.397835,1981
"116",0.641509,0.396501,1934
"117",0.488208,0.399614,2525
"118",0.002358,0.125000,219
"119",0.023585,0.333333,482
"120",0.004717,0.181818,194
"121",0.436321,0.389474,1748
"122",0.016509,0.304348,585
"123",0.004717,0.181818,209
"124",0.009434,0.250000,467
"125",0.280660,0.396667,2057
"126",0.537736,0.399299,2044
"127",0.403302,0.398601,1848
"128",0.544811,0.383721,3131
"129",0.627358,0.397608,2367
"130",0.672170,0.393103,1891
"131",0.632075,0.396450,2570
"132",0.485849,0.390892,1598
"133",0.483491,0.394990,1992
"134",0.429245,0.390558,2470
"135",0.070755,0.370370,787
"136",0.525943,0.396797,2435
"137",0.584906,0.384496,2223
"138",0.625000,0.394345,2660
"139",0.004717,0.181818,251
"140",0.051887,0.360656,701
"141",0.667453,0.404286,2228
"142",0.504717,0.397032,2469
"143",0.596698,0.393468,1794
"144",0.037736,0.347826,627
"145",0.004717,0.200000,194
"146",0.002358,0.125000,73
"147",0.547170,0.389262,2208
"148",0.655660,0.398852,2754
"149",0.634434,0.389291,2563
"150",0.049528,0.362069,953
"151",0.002358,0.125000,80
"152",0.007075,0.200000,257
"153",0.002358,0.111111,242
"154",0.561321,0.394693,1947
"155",0.591981,0.394654,1572
"156",0.653302,0.395714,2291
"157",0.728774,0.396662,1980
"158",0.608491,0.393893,4050
"159",0.589623,0.396197,2842
"160",0.011792,0.250000,334
"161",0.573113,0.402985,1818
"162",0.280660,0.397993,2241
"163",0.558962,0.401015,1972
"164",0.382075,0.395122,1824
"165",0.606132,0.401563,2991
"166",0.455189,0.393075,2102
"167",0.002358,0.111111,142
"168",0.023585,0.333333,492
"169",0.002358,0.125000,178
"170",0.358491,0.406417,1473
"171",0.318396,0.389049,2256
"172",0.575472,0.398042,2763
"173",0.011792,0.294118,715
"174",0.474057,0.396450,1810
"175",0.542453,0.392491,3420
"176",0.004717,0.181818,292
"177",0.235849,0.396825,1439
"178",0.004717,0.166667,233
"179",0.660377,0.391608,2444
"180",0.561321,0.396667,2115
"181",0.410377,0.388393,1517
"182",0.002358,0.111111,23
"183",0.325472,0.390935,1620
"184",0.683962,0.393487,3085
"185",0.601415,0.397196,2753
"186",0.547170,0.394558,2447
"187",0.591981,0.402889,2539
"188",0.596698,0.386850,2408
"189",0.599057,0.391975,2376
"190",0.606132,0.402821,2651
"191",0.504717,0.393382,2117
"192",0.672170,0.399720,2115
"193",0.535377,0.394097,3047
"194",0.629717,0.400901,3146
"195",0.481132,0.396887,2414
"196",0.568396,0.391234,2399
"197",0.455189,0.385230,1777
"198",0.436321,0.392781,2843
"199",0.002358,0.125000,112
"200",0.193396,0.396135,1558
"201",0.002358,0.125000,128
"202",0.492925,0.398095,1618
"203",0.518868,0.396396,1527
"204",0.584906,0.394904,1888
"205",0.301887,0.382090,2127
"206",0.563679,0.392447,1953
"207",0.011792,0.263158,299
"208",0.632075,0.398810,3460
"209",0.200472,0.384615,1298
"210",0.002358,0.111111,136
"211",0.724057,0.392082,2309
"212",0.007075,0.230769,345
"213",0.002358,0.125000,378
"214",0.422170,0.402247,1811
"215",0.476415,0.393762,2927
"216",0.462264,0.397566,2358
"217",0.004717,0.181818,74
"218",0.040094,0.361702,1026
"219",0.018868,0.320000,305
"220",0.549528,0.392917,2826
"221",0.009434,0.266667,493
"222",0.169811,0.393443,1366
"223",0.495283,0.390335,2264
"224",0.558962,0.394343,1713
"225",0.497642,0.395872,1502
"226",0.521226,0.405505,2152
"227",0.558962,0.401695,1689
"228",0.375000,0.402532,1830
"229",0.054245,0.353846,994
"230",0.478774,0.388145,3378
"231",0.601415,0.395349,4151
"232",0.490566,0.394687,2228
"233",0.669811,0.391724,1918
"234",0.622642,0.392857,2902
"235",0.021226,0.346154,390
"236",0.603774,0.391437,1826
"237",0.620283,0.392537,2072
"238",0.490566,0.390977,2627
"239",0.002358,0.111111,114
"240",0.700472,0.402439,1721
"241",0.544811,0.390863,2872
"242",0.481132,0.396887,2936
"243",0.356132,0.389175,2122
"244",0.202830,0.405660,1259
"245",0.002358,0.125000,117
"246",0.462264,0.400818,2142
"247",0.474057,0.404427,1990
"248",0.294811,0.395570,1533
"249",0.294811,0.409836,1673
"250",0.155660,0.381503,1275
"251",0.011792,0.277778,508
"252",0.570755,0.399340,2591
"253",0.438679,0.398287,2228
"254",0.023585,0.322581,700
"255",0.002358,0.111111,100
