"","V1","V2","V3"
"1",0.017857,0.277778,310
"2",0.028571,0.307692,372
"3",0.003571,0.125000,344
"4",0.060714,0.340000,897
"5",0.025000,0.291667,661
"6",0.046429,0.351351,424
"7",0.007143,0.200000,190
"8",0.007143,0.166667,252
"9",0.003571,0.111111,58
"10",0.007143,0.166667,168
"11",0.003571,0.125000,187
"12",0.142857,0.366972,1195
"13",0.082143,0.353846,479
"14",0.003571,0.111111,188
"15",0.028571,0.296296,482
"16",0.078571,0.366667,957
"17",0.017857,0.250000,318
"18",0.057143,0.347826,536
"19",0.003571,0.111111,78
"20",0.003571,0.125000,4
"21",0.007143,0.200000,372
"22",0.003571,0.111111,384
"23",0.021429,0.300000,805
"24",0.050000,0.311111,399
"25",0.007143,0.200000,282
"26",0.014286,0.250000,324
"27",0.003571,0.125000,102
"28",0.003571,0.111111,192
"29",0.075000,0.362069,728
"30",0.017857,0.277778,316
"31",0.046429,0.317073,722
"32",0.110714,0.360465,804
"33",0.028571,0.307692,422
"34",0.017857,0.312500,308
"35",0.085714,0.352941,1154
"36",0.010714,0.250000,313
"37",0.064286,0.382979,591
"38",0.007143,0.181818,238
"39",0.007143,0.181818,301
"40",0.007143,0.181818,203
"41",0.003571,0.111111,297
"42",0.003571,0.111111,204
"43",0.014286,0.266667,276
"44",0.010714,0.214286,146
"45",0.207143,0.371795,1169
"46",0.042857,0.352941,616
"47",0.085714,0.352941,680
"48",0.057143,0.347826,725
"49",0.007143,0.181818,287
"50",0.007143,0.166667,54
"51",0.050000,0.325581,609
"52",0.064286,0.352941,559
"53",0.007143,0.181818,243
"54",0.014286,0.266667,622
"55",0.100000,0.373333,1298
"56",0.075000,0.368421,547
"57",0.021429,0.285714,441
"58",0.025000,0.333333,277
"59",0.003571,0.125000,193
"60",0.021429,0.300000,409
"61",0.007143,0.166667,4
"62",0.003571,0.125000,83
"63",0.003571,0.111111,220
"64",0.050000,0.350000,650
"65",0.014286,0.250000,294
"66",0.071429,0.357143,580
"67",0.021429,0.285714,267
"68",0.053571,0.333333,847
"69",0.064286,0.360000,533
"70",0.042857,0.333333,945
"71",0.003571,0.111111,312
"72",0.010714,0.230769,266
"73",0.014286,0.266667,540
"74",0.003571,0.125000,135
"75",0.092857,0.356164,860
"76",0.057143,0.347826,753
"77",0.028571,0.320000,752
"78",0.035714,0.322581,407
"79",0.021429,0.260870,412
"80",0.050000,0.341463,689
"81",0.003571,0.111111,403
"82",0.028571,0.307692,293
"83",0.114286,0.372093,1248
"84",0.003571,0.125000,143
"85",0.025000,0.304348,844
"86",0.089286,0.373134,792
"87",0.032143,0.310345,466
"88",0.007143,0.200000,115
"89",0.007143,0.166667,226
"90",0.003571,0.111111,134
"91",0.003571,0.125000,225
"92",0.007143,0.200000,215
"93",0.014286,0.250000,233
"94",0.007143,0.200000,252
"95",0.046429,0.342105,566
"96",0.003571,0.111111,53
"97",0.021429,0.285714,244
"98",0.003571,0.125000,106
"99",0.003571,0.125000,196
"100",0.082143,0.343284,788
"101",0.014286,0.266667,316
"102",0.100000,0.373333,1060
"103",0.003571,0.111111,186
"104",0.007143,0.181818,384
"105",0.078571,0.385965,629
"106",0.032143,0.321429,561
"107",0.064286,0.346154,856
"108",0.003571,0.125000,193
"109",0.017857,0.277778,238
"110",0.003571,0.111111,205
"111",0.003571,0.125000,109
"112",0.017857,0.263158,267
"113",0.050000,0.341463,802
"114",0.017857,0.277778,809
"115",0.014286,0.250000,317
"116",0.128571,0.363636,1146
"117",0.089286,0.373134,781
"118",0.110714,0.373494,969
"119",0.021429,0.315789,349
"120",0.060714,0.354167,535
"121",0.075000,0.344262,946
"122",0.003571,0.125000,232
"123",0.003571,0.125000,137
"124",0.064286,0.339623,720
"125",0.003571,0.111111,316
"126",0.035714,0.333333,494
"127",0.007143,0.181818,112
"128",0.067857,0.351852,1032
"129",0.003571,0.125000,262
"130",0.028571,0.307692,462
"131",0.085714,0.352941,755
"132",0.025000,0.291667,361
"133",0.003571,0.125000,412
"134",0.053571,0.333333,740
"135",0.103571,0.367089,890
"136",0.057143,0.340426,701
"137",0.017857,0.312500,281
"138",0.089286,0.362319,793
"139",0.007143,0.181818,143
"140",0.196429,0.392857,1436
"141",0.014286,0.266667,313
"142",0.014286,0.250000,304
"143",0.032143,0.290323,581
"144",0.078571,0.349206,785
"145",0.096429,0.364865,853
"146",0.075000,0.355932,599
"147",0.014286,0.266667,125
"148",0.014286,0.266667,186
"149",0.046429,0.325000,516
"150",0.003571,0.125000,79
"151",0.021429,0.285714,338
"152",0.046429,0.317073,382
"153",0.100000,0.363636,946
"154",0.003571,0.111111,147
"155",0.003571,0.125000,127
"156",0.003571,0.111111,316
"157",0.103571,0.371795,1039
"158",0.003571,0.111111,44
"159",0.100000,0.358974,1172
"160",0.007143,0.181818,316
"161",0.007143,0.181818,280
"162",0.007143,0.181818,186
"163",0.017857,0.277778,504
"164",0.071429,0.344828,1366
"165",0.003571,0.125000,183
"166",0.025000,0.318182,541
"167",0.128571,0.346154,1350
"168",0.010714,0.230769,291
"169",0.003571,0.125000,364
"170",0.028571,0.307692,370
"171",0.057143,0.347826,584
"172",0.021429,0.300000,316
"173",0.050000,0.318182,600
"174",0.003571,0.111111,168
"175",0.010714,0.214286,242
"176",0.021429,0.272727,807
"177",0.078571,0.360656,551
"178",0.003571,0.111111,216
"179",0.010714,0.230769,383
"180",0.057143,0.340426,874
"181",0.028571,0.296296,368
"182",0.010714,0.214286,599
"183",0.007143,0.181818,202
"184",0.017857,0.294118,327
"185",0.021429,0.272727,764
"186",0.003571,0.125000,103
"187",0.014286,0.266667,259
"188",0.028571,0.320000,404
"189",0.007143,0.181818,177
"190",0.142857,0.366972,1486
"191",0.007143,0.166667,201
"192",0.003571,0.111111,112
