"","V1","V2","V3"
"1",0.026087,0.315789,271
"2",0.095652,0.343750,764
"3",0.034783,0.320000,259
"4",0.021739,0.294118,394
"5",0.047826,0.343750,671
"6",0.004348,0.111111,132
"7",0.004348,0.111111,22
"8",0.004348,0.125000,193
"9",0.069565,0.347826,614
"10",0.026087,0.285714,614
"11",0.008696,0.166667,241
"12",0.030435,0.291667,639
"13",0.004348,0.111111,73
"14",0.073913,0.354167,617
"15",0.017391,0.266667,252
"16",0.004348,0.125000,306
"17",0.013043,0.214286,260
"18",0.004348,0.111111,147
"19",0.030435,0.304348,392
"20",0.004348,0.111111,131
"21",0.004348,0.125000,143
"22",0.013043,0.230769,79
"23",0.056522,0.333333,656
"24",0.008696,0.200000,287
"25",0.017391,0.235294,306
"26",0.047826,0.305556,695
"27",0.008696,0.200000,159
"28",0.004348,0.111111,273
"29",0.039130,0.321429,533
"30",0.026087,0.272727,670
"31",0.008696,0.200000,147
"32",0.008696,0.200000,156
"33",0.004348,0.125000,129
"34",0.034783,0.307692,399
"35",0.047826,0.333333,739
"36",0.013043,0.230769,298
"37",0.004348,0.111111,33
"38",0.004348,0.111111,368
"39",0.008696,0.166667,100
"40",0.017391,0.222222,414
"41",0.004348,0.125000,108
"42",0.004348,0.125000,256
"43",0.004348,0.125000,141
"44",0.004348,0.125000,168
"45",0.008696,0.181818,149
"46",0.052174,0.342857,555
"47",0.052174,0.363636,561
"48",0.004348,0.111111,33
"49",0.004348,0.125000,125
"50",0.004348,0.125000,100
"51",0.004348,0.111111,95
"52",0.004348,0.125000,164
"53",0.008696,0.166667,142
"54",0.091304,0.350000,671
"55",0.017391,0.235294,314
"56",0.021739,0.263158,473
"57",0.004348,0.111111,16
"58",0.013043,0.230769,132
"59",0.052174,0.324324,570
"60",0.021739,0.250000,405
"61",0.004348,0.125000,44
"62",0.108696,0.352113,569
"63",0.147826,0.361702,834
"64",0.017391,0.250000,215
"65",0.013043,0.250000,390
"66",0.013043,0.230769,400
"67",0.013043,0.200000,228
"68",0.004348,0.111111,309
"69",0.021739,0.263158,662
"70",0.026087,0.272727,413
"71",0.017391,0.250000,339
"72",0.026087,0.272727,520
"73",0.034783,0.296296,531
"74",0.004348,0.125000,11
"75",0.004348,0.125000,102
"76",0.056522,0.333333,424
"77",0.004348,0.125000,184
"78",0.034783,0.307692,347
"79",0.026087,0.285714,389
"80",0.013043,0.250000,467
"81",0.143478,0.354839,1383
"82",0.021739,0.263158,392
"83",0.034783,0.333333,286
"84",0.004348,0.111111,150
"85",0.021739,0.312500,464
"86",0.004348,0.111111,164
"87",0.008696,0.200000,217
"88",0.056522,0.333333,561
"89",0.013043,0.230769,134
"90",0.004348,0.111111,165
"91",0.021739,0.263158,202
"92",0.008696,0.181818,174
"93",0.052174,0.315789,483
"94",0.008696,0.200000,307
"95",0.191304,0.369748,1371
"96",0.004348,0.111111,187
"97",0.004348,0.125000,118
"98",0.021739,0.263158,269
"99",0.004348,0.111111,351
"100",0.008696,0.181818,263
"101",0.004348,0.125000,38
"102",0.004348,0.125000,186
"103",0.008696,0.181818,260
"104",0.004348,0.111111,99
"105",0.039130,0.321429,327
"106",0.004348,0.125000,139
"107",0.004348,0.111111,178
"108",0.065217,0.326087,613
"109",0.004348,0.111111,197
"110",0.026087,0.272727,349
"111",0.043478,0.322581,406
"112",0.030435,0.291667,310
"113",0.056522,0.351351,388
"114",0.004348,0.125000,4
"115",0.004348,0.125000,77
"116",0.017391,0.250000,214
"117",0.017391,0.235294,330
"118",0.004348,0.125000,341
"119",0.017391,0.266667,152
"120",0.004348,0.125000,182
"121",0.052174,0.352941,599
"122",0.004348,0.125000,123
"123",0.017391,0.285714,176
"124",0.004348,0.111111,277
"125",0.026087,0.272727,309
"126",0.004348,0.125000,338
"127",0.091304,0.355932,430
"128",0.095652,0.360656,761
"129",0.004348,0.111111,197
"130",0.004348,0.111111,111
"131",0.052174,0.333333,551
"132",0.034783,0.296296,516
"133",0.008696,0.200000,369
"134",0.026087,0.272727,521
"135",0.021739,0.294118,530
"136",0.017391,0.235294,257
"137",0.004348,0.111111,138
"138",0.017391,0.266667,511
"139",0.004348,0.125000,54
"140",0.004348,0.111111,32
"141",0.039130,0.300000,456
"142",0.004348,0.111111,202
"143",0.004348,0.111111,107
"144",0.004348,0.111111,186
"145",0.026087,0.300000,393
"146",0.004348,0.125000,147
"147",0.039130,0.300000,256
"148",0.021739,0.250000,391
"149",0.013043,0.200000,173
"150",0.065217,0.340909,669
"151",0.013043,0.214286,369
"152",0.026087,0.260870,359
"153",0.008696,0.200000,140
"154",0.004348,0.125000,401
"155",0.039130,0.310345,536
"156",0.026087,0.260870,506
"157",0.008696,0.181818,370
"158",0.008696,0.166667,513
"159",0.008696,0.181818,58
"160",0.004348,0.125000,4
"161",0.017391,0.266667,335
"162",0.008696,0.181818,336
"163",0.021739,0.263158,666
"164",0.078261,0.346154,689
"165",0.017391,0.235294,237
"166",0.004348,0.125000,62
"167",0.013043,0.230769,360
"168",0.043478,0.294118,377
