"","V1","V2","V3"
"1",0.002625,0.125000,167
"2",0.060367,0.359375,951
"3",0.267717,0.393822,1537
"4",0.002625,0.125000,171
"5",0.443570,0.391204,3470
"6",0.223097,0.397196,1675
"7",0.013123,0.277778,407
"8",0.157480,0.384615,1181
"9",0.207349,0.395000,1842
"10",0.396325,0.376559,1782
"11",0.293963,0.404332,2348
"12",0.204724,0.402062,1834
"13",0.288714,0.392857,2646
"14",0.007874,0.214286,287
"15",0.007874,0.230769,241
"16",0.089239,0.400000,976
"17",0.225722,0.394495,1511
"18",0.078740,0.375000,890
"19",0.097113,0.373737,1050
"20",0.367454,0.396601,2258
"21",0.026247,0.312500,574
"22",0.446194,0.395349,1932
"23",0.047244,0.367347,500
"24",0.207349,0.372642,1222
"25",0.099738,0.376238,1784
"26",0.333333,0.404459,1837
"27",0.451444,0.401869,1999
"28",0.002625,0.125000,155
"29",0.128609,0.368421,1206
"30",0.010499,0.266667,284
"31",0.209974,0.377358,1578
"32",0.146982,0.380952,1498
"33",0.007874,0.230769,145
"34",0.055118,0.355932,511
"35",0.404199,0.383085,2486
"36",0.317585,0.401993,1412
"37",0.131234,0.378788,1211
"38",0.244094,0.379592,1973
"39",0.013123,0.294118,235
"40",0.002625,0.111111,149
"41",0.073491,0.394366,960
"42",0.225722,0.387387,1612
"43",0.404199,0.392857,1839
"44",0.013123,0.294118,547
"45",0.002625,0.125000,82
"46",0.055118,0.355932,705
"47",0.005249,0.181818,172
"48",0.183727,0.376344,1555
"49",0.002625,0.125000,79
"50",0.286089,0.386525,1244
"51",0.398950,0.389744,1410
"52",0.005249,0.200000,146
"53",0.010499,0.266667,455
"54",0.430446,0.394231,1748
"55",0.309711,0.392027,2506
"56",0.028871,0.323529,769
"57",0.057743,0.349206,810
"58",0.007874,0.250000,541
"59",0.007874,0.250000,165
"60",0.233596,0.378723,1759
"61",0.007874,0.214286,471
"62",0.015748,0.285714,444
"63",0.015748,0.315789,365
"64",0.141732,0.388489,853
"65",0.102362,0.386139,1494
"66",0.002625,0.111111,57
"67",0.055118,0.368421,974
"68",0.125984,0.400000,953
"69",0.188976,0.397790,1993
"70",0.333333,0.391975,3107
"71",0.317585,0.395425,2973
"72",0.007874,0.214286,499
"73",0.083990,0.390244,809
"74",0.007874,0.214286,161
"75",0.055118,0.344262,1036
"76",0.018373,0.333333,794
"77",0.007874,0.214286,125
"78",0.454068,0.394077,2124
"79",0.047244,0.375000,1040
"80",0.283465,0.404494,1549
"81",0.047244,0.352941,772
"82",0.356955,0.386364,1488
"83",0.288714,0.400000,1337
"84",0.007874,0.230769,246
"85",0.026247,0.303030,707
"86",0.005249,0.166667,199
"87",0.493438,0.390852,2358
"88",0.044619,0.369565,863
"89",0.286089,0.406716,1204
"90",0.015748,0.315789,315
"91",0.257218,0.404959,1520
"92",0.026247,0.357143,582
"93",0.419948,0.399002,1539
"94",0.299213,0.400000,2271
"95",0.377953,0.390244,2527
"96",0.020997,0.307692,528
"97",0.002625,0.111111,270
"98",0.375328,0.406250,2689
"99",0.099738,0.361905,1210
"100",0.380577,0.388740,1466
"101",0.498688,0.392562,2030
"102",0.409449,0.390977,2477
"103",0.157480,0.375000,1704
"104",0.081365,0.382716,1113
"105",0.477690,0.385593,2605
"106",0.325459,0.389937,2791
"107",0.391076,0.385013,1678
"108",0.288714,0.404412,1532
"109",0.002625,0.111111,63
"110",0.456693,0.380744,1639
"111",0.120735,0.370968,1303
"112",0.354331,0.391304,1568
"113",0.062992,0.375000,1121
"114",0.251969,0.405063,1674
"115",0.170604,0.386905,999
"116",0.002625,0.111111,63
"117",0.086614,0.375000,1222
"118",0.215223,0.376147,2016
"119",0.047244,0.352941,668
"120",0.501312,0.393814,2047
"121",0.055118,0.368421,568
