"","V1","V2","V3"
"1",0.142395,0.382609,1385
"2",0.035599,0.314286,752
"3",0.025890,0.333333,605
"4",0.003236,0.111111,22
"5",0.003236,0.125000,143
"6",0.009709,0.214286,185
"7",0.184466,0.387755,1766
"8",0.006472,0.181818,108
"9",0.132686,0.372727,1248
"10",0.003236,0.111111,4
"11",0.084142,0.406250,1142
"12",0.035599,0.343750,421
"13",0.003236,0.125000,11
"14",0.006472,0.181818,129
"15",0.048544,0.333333,363
"16",0.009709,0.214286,377
"17",0.113269,0.393258,857
"18",0.103560,0.376471,1043
"19",0.009709,0.230769,311
"20",0.106796,0.375000,1164
"21",0.184466,0.380000,1906
"22",0.258900,0.384615,1427
"23",0.048544,0.365854,705
"24",0.003236,0.125000,152
"25",0.006472,0.166667,329
"26",0.006472,0.181818,238
"27",0.126214,0.364486,721
"28",0.016181,0.277778,192
"29",0.003236,0.125000,50
"30",0.119741,0.377551,2103
"31",0.003236,0.125000,266
"32",0.003236,0.111111,68
"33",0.229773,0.365979,1435
"34",0.058252,0.352941,582
"35",0.009709,0.214286,188
"36",0.045307,0.358974,728
"37",0.126214,0.378641,749
"38",0.187702,0.379085,1047
"39",0.003236,0.111111,262
"40",0.003236,0.111111,168
"41",0.003236,0.125000,127
"42",0.009709,0.214286,202
"43",0.048544,0.375000,703
"44",0.019417,0.272727,322
"45",0.016181,0.263158,229
"46",0.012945,0.235294,461
"47",0.009709,0.230769,230
"48",0.003236,0.125000,190
"49",0.184466,0.390411,1263
"50",0.006472,0.181818,253
"51",0.019417,0.315789,480
"52",0.061489,0.322034,659
"53",0.035599,0.333333,734
"54",0.022654,0.304348,431
"55",0.003236,0.125000,110
"56",0.016181,0.263158,460
"57",0.016181,0.294118,269
"58",0.045307,0.325581,658
"59",0.012945,0.285714,153
"60",0.012945,0.285714,221
"61",0.003236,0.111111,237
"62",0.090615,0.378378,909
"63",0.032362,0.322581,453
"64",0.190939,0.373418,1001
"65",0.009709,0.200000,474
"66",0.012945,0.250000,193
"67",0.009709,0.230769,497
"68",0.019417,0.260870,709
"69",0.119741,0.373737,1018
"70",0.029126,0.321429,579
"71",0.077670,0.369231,692
"72",0.006472,0.200000,374
"73",0.035599,0.323529,942
"74",0.003236,0.111111,425
"75",0.003236,0.111111,197
