"","V1","V2","V3"
"1",0.017544,0.111111,267
"2",0.052632,0.230769,401
"3",0.017544,0.125000,135
"4",0.017544,0.111111,102
"5",0.052632,0.214286,74
"6",0.035088,0.181818,251
"7",0.017544,0.125000,130
"8",0.017544,0.125000,121
"9",0.017544,0.111111,88
"10",0.017544,0.125000,229
"11",0.017544,0.125000,86
"12",0.035088,0.200000,48
"13",0.017544,0.111111,360
"14",0.017544,0.111111,57
"15",0.035088,0.200000,122
"16",0.035088,0.181818,348
"17",0.017544,0.111111,93
"18",0.017544,0.111111,154
"19",0.035088,0.166667,178
"20",0.017544,0.125000,178
"21",0.017544,0.125000,142
"22",0.035088,0.181818,263
"23",0.017544,0.125000,81
"24",0.017544,0.111111,118
"25",0.017544,0.125000,80
"26",0.017544,0.125000,274
"27",0.052632,0.214286,239
"28",0.017544,0.111111,141
"29",0.017544,0.125000,141
"30",0.017544,0.111111,8
"31",0.017544,0.125000,203
"32",0.035088,0.166667,140
"33",0.017544,0.111111,208
"34",0.017544,0.111111,171
"35",0.017544,0.111111,51
"36",0.017544,0.125000,141
"37",0.035088,0.181818,104
"38",0.017544,0.111111,165
"39",0.017544,0.111111,162
"40",0.017544,0.125000,206
"41",0.017544,0.111111,208
"42",0.017544,0.111111,137
"43",0.035088,0.200000,382
"44",0.017544,0.125000,152
"45",0.017544,0.111111,99
"46",0.017544,0.125000,109
"47",0.017544,0.125000,135
