"","V1","V2","V3"
"1",0.003390,0.111111,103
"2",0.145763,0.390909,1097
"3",0.006780,0.200000,130
"4",0.010169,0.200000,314
"5",0.040678,0.352941,788
"6",0.071186,0.368421,822
"7",0.003390,0.125000,129
"8",0.033898,0.333333,529
"9",0.020339,0.285714,426
"10",0.003390,0.111111,203
"11",0.016949,0.238095,594
"12",0.006780,0.200000,299
"13",0.189831,0.380952,957
"14",0.016949,0.277778,216
"15",0.142373,0.355932,769
"16",0.030508,0.346154,534
"17",0.027119,0.320000,508
"18",0.023729,0.269231,533
"19",0.006780,0.181818,197
"20",0.006780,0.181818,207
"21",0.023729,0.318182,370
"22",0.094915,0.368421,804
"23",0.003390,0.111111,107
"24",0.050847,0.326087,574
"25",0.050847,0.340909,587
"26",0.016949,0.277778,380
"27",0.003390,0.111111,496
"28",0.010169,0.230769,362
"29",0.003390,0.125000,143
"30",0.003390,0.125000,43
"31",0.003390,0.125000,74
"32",0.006780,0.166667,246
"33",0.010169,0.214286,508
"34",0.054237,0.333333,807
"35",0.003390,0.125000,133
"36",0.074576,0.354839,724
"37",0.020339,0.272727,247
"38",0.003390,0.125000,75
"39",0.013559,0.250000,180
"40",0.216949,0.387879,1958
"41",0.003390,0.125000,139
"42",0.040678,0.315789,810
"43",0.010169,0.230769,632
"44",0.281356,0.382488,2288
"45",0.010169,0.214286,185
"46",0.020339,0.300000,404
"47",0.013559,0.266667,288
"48",0.071186,0.362069,696
"49",0.003390,0.111111,257
"50",0.054237,0.355556,798
"51",0.054237,0.363636,698
"52",0.016949,0.312500,359
"53",0.033898,0.333333,679
"54",0.037288,0.323529,649
"55",0.030508,0.300000,664
"56",0.003390,0.125000,97
"57",0.006780,0.200000,499
"58",0.023729,0.291667,397
"59",0.003390,0.125000,45
"60",0.016949,0.250000,519
"61",0.057627,0.346939,730
"62",0.132203,0.378641,901
"63",0.037288,0.323529,500
"64",0.003390,0.125000,272
"65",0.006780,0.200000,207
"66",0.030508,0.321429,605
"67",0.149153,0.366667,927
"68",0.183051,0.382979,1664
"69",0.006780,0.181818,383
"70",0.006780,0.166667,72
"71",0.006780,0.166667,184
"72",0.020339,0.300000,461
"73",0.006780,0.200000,307
"74",0.040678,0.333333,590
"75",0.010169,0.214286,223
"76",0.108475,0.376471,1246
"77",0.013559,0.222222,441
"78",0.003390,0.111111,386
"79",0.027119,0.296296,791
"80",0.027119,0.296296,539
"81",0.027119,0.363636,839
"82",0.010169,0.230769,334
"83",0.010169,0.214286,278
"84",0.047458,0.341463,440
"85",0.006780,0.200000,173
"86",0.033898,0.322581,739
"87",0.149153,0.366667,1630
"88",0.016949,0.277778,302
"89",0.013559,0.235294,260
"90",0.040678,0.342857,628
"91",0.013559,0.285714,169
"92",0.040678,0.315789,546
"93",0.016949,0.294118,505
"94",0.145763,0.373913,1131
"95",0.098305,0.353659,1153
"96",0.003390,0.125000,98
"97",0.050847,0.357143,462
"98",0.006780,0.181818,41
"99",0.010169,0.214286,581
"100",0.003390,0.125000,91
"101",0.016949,0.250000,296
"102",0.057627,0.326923,710
"103",0.010169,0.214286,348
"104",0.006780,0.200000,440
"105",0.020339,0.285714,799
"106",0.006780,0.200000,305
"107",0.027119,0.307692,480
"108",0.030508,0.333333,311
"109",0.010169,0.214286,164
"110",0.111864,0.375000,995
"111",0.003390,0.125000,134
"112",0.006780,0.181818,170
"113",0.016949,0.294118,460
"114",0.071186,0.368421,580
"115",0.010169,0.230769,194
"116",0.016949,0.250000,209
"117",0.006780,0.181818,374
"118",0.003390,0.125000,65
"119",0.013559,0.266667,551
"120",0.088136,0.371429,568
"121",0.074576,0.349206,605
"122",0.003390,0.125000,135
"123",0.067797,0.370370,777
"124",0.030508,0.321429,535
"125",0.013559,0.235294,195
"126",0.006780,0.181818,211
"127",0.037288,0.333333,683
"128",0.003390,0.125000,108
"129",0.016949,0.250000,179
"130",0.006780,0.200000,236
"131",0.027119,0.320000,584
"132",0.111864,0.375000,1073
"133",0.101695,0.365854,994
"134",0.006780,0.200000,652
"135",0.122034,0.375000,768
"136",0.023729,0.304348,289
"137",0.016949,0.263158,260
"138",0.128814,0.372549,1070
"139",0.006780,0.181818,394
"140",0.010169,0.250000,288
"141",0.050847,0.357143,891
"142",0.023729,0.318182,385
"143",0.010169,0.230769,314
"144",0.003390,0.125000,50
"145",0.003390,0.125000,163
"146",0.003390,0.125000,219
"147",0.013559,0.266667,452
"148",0.013559,0.266667,235
"149",0.186441,0.374150,1105
"150",0.027119,0.320000,537
"151",0.027119,0.320000,337
"152",0.088136,0.329114,1110
"153",0.003390,0.111111,257
"154",0.006780,0.166667,285
"155",0.122034,0.387097,873
"156",0.006780,0.181818,118
"157",0.003390,0.111111,235
"158",0.003390,0.125000,91
"159",0.071186,0.338710,922
"160",0.013559,0.235294,315
"161",0.003390,0.111111,113
"162",0.013559,0.266667,142
"163",0.037288,0.297297,505
"164",0.172881,0.380597,1010
"165",0.230508,0.377778,1870
"166",0.044068,0.371429,493
"167",0.176271,0.371429,850
"168",0.003390,0.111111,212
"169",0.044068,0.333333,688
"170",0.003390,0.111111,243
"171",0.003390,0.125000,131
"172",0.040678,0.315789,694
"173",0.006780,0.181818,294
"174",0.071186,0.355932,986
"175",0.003390,0.125000,72
"176",0.122034,0.382979,1231
"177",0.023729,0.291667,417
"178",0.010169,0.214286,242
"179",0.003390,0.125000,180
"180",0.003390,0.125000,121
"181",0.013559,0.250000,379
"182",0.010169,0.230769,189
"183",0.003390,0.111111,68
"184",0.050847,0.365854,861
"185",0.003390,0.125000,146
"186",0.003390,0.125000,39
"187",0.003390,0.111111,109
"188",0.013559,0.250000,374
"189",0.003390,0.125000,131
"190",0.237288,0.406977,1281
"191",0.040678,0.315789,514
"192",0.003390,0.111111,202
"193",0.023729,0.280000,486
"194",0.016949,0.277778,239
"195",0.006780,0.181818,96
"196",0.006780,0.200000,324
"197",0.040678,0.342857,475
"198",0.020339,0.333333,433
"199",0.132203,0.375000,1026
"200",0.125424,0.373737,1007
"201",0.061017,0.352941,913
"202",0.006780,0.181818,141
"203",0.016949,0.277778,218
"204",0.071186,0.362069,772
